74;14;27;4;1;1.56;89;2.05638;1014.446
50;9;28;2;0;0.06;81;1.20701;1021.726
33;8;31;2;0;1.39;79;2.45872;1021.218
35;6;30;1;0;0.67;92;2.95046;1012.753
25;7;29;4;0;-1.06;89;0.89408;1018.847
30;29;25;17;1;-1.72;84;0.13411;1021.556
80;51;26;21;2;-1;77;0.35763;1019.525
121;45;23;7;2;-0.28;84;1.0729;1004.118
125;9;28;3;1;4.56;85;2.77165;996.5
36;10;31;3;1;4.78;87;1.1176;994.976
43;5;27;2;1;3.39;92;1.92227;996.161
22;13;24;8;1;3.5;90;0.62586;1005.134
47;34;23;16;1;2.94;90;0.58115;1012.414
98;9;27;4;1;2.06;87;1.38582;1019.355
33;10;28;4;1;0.89;82;0.84938;1019.525
36;5;26;3;1;-1.06;81;1.69875;1020.202
20;7;27;2;1;0.11;74;1.47523;1017.832
27;8;31;2;1;2.22;84;1.78816;1007.843
29;7;33;2;1;2.22;84;1.78816;1007.843
22;11;30;2;1;5.22;83;2.59283;1018.509
43;26;25;6;1;5.44;82;1.1623;1020.54
76;48;28;10;1;6.67;78;0.80467;1019.017
122;51;28;14;1;8.39;75;0.35763;1019.186
119;39;32;4;2;8.72;77;1.1623;1015.292
106;9;31;1;1;6.5;76;1.65405;1022.233
35;14;24;4;1;8.67;91;1.56464;1023.926
56;13;33;2;1;13.11;84;3.08458;1025.281
51;23;44;5;1;13.67;58;1.78816;1020.54
56;35;36;12;1;6.33;79;1.29642;1015.631
63;11;31;2;1;4.61;80;2.01168;1016.477
43;10;32;3;1;3.22;82;1.25171;1017.662
38;8;35;1;1;5.61;70;2.10109;1012.922
32;11;33;1;1;3;85;2.32461;997.346
39;8;29;2;1;2.17;82;2.01168;997.008
33;9;30;2;1;2.94;80;2.2352;1002.256
35;10;32;2;1;5;74;2.54813;1010.721
38;29;33;5;1;6.67;64;1.34112;1013.43
58;15;31;7;1;4.83;80;0.98349;1014.954
50;19;44;6;2;9.22;70;1.02819;1015.461
55;14;28;5;1;5.83;86;1.56464;1017.662
50;12;33;3;1;5.56;72;1.47523;1024.096
38;10;31;3;1;4.28;82;1.69875;1023.588
34;7;32;5;1;3.61;90;2.05638;1023.588
29;10;30;5;2;4.67;87;1.83286;1020.54
36;21;26;7;2;7.33;83;0.84938;1020.54
60;24;38;6;2;10.28;76;0.71526;1020.71
63;27;36;10;2;12.17;54;1.29642;1018.847
57;49;41;17;2;10.06;66;0.62586;1014.615
91;31;42;8;2;10.22;64;2.14579;1009.875
68;10;31;2;1;4;85;3.21869;1010.552
33;11;31;3;0;5.94;62;2.72694;1017.493
27;10;30;2;0;5.61;56;2.14579;1020.033
30;9;28;3;0;3.44;74;0.80467;1020.202
33;14;28;6;0;3;71;0.93878;1019.017
35;18;28;7;0;4.33;74;0.89408;1016.647
39;34;34;16;1;5.5;75;0.98349;1013.43
67;37;35;15;1;5.5;75;0.98349;1013.43
72;20;33;7;0;6.44;89;1.20701;1008.52
64;10;35;6;0;4.72;71;1.29642;1016.308
34;9;34;3;0;5.39;83;1.65405;1012.075
34;8;37;1;0;6.61;78;2.01168;1011.06
32;15;38;5;0;8.5;76;0.89408;1004.118
51;12;34;6;0;10.28;69;1.47523;995.992
31;8;32;3;0;10.28;69;1.47523;995.992
28;13;35;5;0;7.78;68;1.47523;1006.827
38;11;35;5;0;6.89;81;1.25171;1014.107
38;16;43;4;1;12.11;67;0.58115;1014.784
55;23;47;6;1;19.33;54;0.80467;1010.89
47;28;50;6;1;19.33;54;0.80467;1010.89
52;29;45;6;1;19.33;54;0.80467;1010.89
49;35;38;14;1;19.33;54;0.80467;1010.89
52;20;31;10;0;19.33;54;0.80467;1010.89
44;20;28;6;0;19.33;54;0.80467;1010.89
57;15;29;4;0;19.33;54;0.80467;1010.89
52;16;29;10;0;19.33;54;0.80467;1010.89
48;16;29;5;0;19.33;54;0.80467;1010.89
50;13;36;1;0;19.33;54;0.80467;1010.89
42;11;36;2;1;12.22;70;2.2799;1013.43
36;17;35;6;0;11.67;79;0.71526;1007.166
45;12;33;3;0;12.67;81;0.84938;1003.272
38;9;32;2;0;12.17;77;1.25171;1010.213
31;14;37;6;1;14.44;66;0.58115;1016.816
41;13;30;7;1;13.11;84;0.67056;1011.229
41;13;32;4;1;11.94;77;1.1623;1010.382
35;14;30;6;1;11.5;86;0.67056;1011.568
45;17;25;7;1;11;84;0.84938;1016.816
48;8;30;3;1;9.72;86;0.93878;1020.879
32;10;32;2;1;11.28;74;1.29642;1024.942
36;13;33;6;1;12.22;64;0.80467;1022.572
35;16;32;7;1;13.39;74;1.02819;1017.832
43;21;33;8;1;15.67;70;1.0729;1022.911
49;18;36;9;1;15.61;66;0.71526;1026.805
45;23;32;12;1;17.06;72;0.58115;1024.773
53;18;38;8;1;17.33;66;0.93878;1021.895
50;18;38;8;1;17;62;0.67056;1020.371
49;23;39;8;2;18.33;63;0.93878;1019.525
53;33;37;6;1;19.06;65;0.80467;1019.355
53;18;42;3;0;19.11;67;1.25171;1018.509
46;17;36;3;0;19.17;65;1.60934;1017.493
46;28;40;6;0;19.67;71;0.89408;1015.123
54;16;32;2;0;16.44;81;2.2352;1010.044
46;11;27;1;0;15.94;73;3.3528;1014.615
33;19;29;4;0;17.33;72;1.29642;1018.847
48;18;30;4;0;17.5;71;1.25171;1016.985
45;17;28;4;0;15.89;72;0.84938;1019.863
38;25;42;9;0;20.67;66;0.53645;1019.863
43;31;59;8;1;24.61;57;0.35763;1017.832
55;28;57;4;0;26.72;58;0.40234;1015.123
65;24;46;4;1;27.11;58;0.58115;1011.568
54;33;47;6;1;27.89;56;0.53645;1008.012
57;27;44;7;0;23.72;72;0.98349;1010.382
55;20;33;4;0;19.78;77;1.1176;1016.647
49;21;31;8;0;18.22;84;0.53645;1016.816
55;13;32;2;0;19.61;74;1.1623;1015.123
40;16;34;2;0;18.61;71;1.20701;1016.816
49;15;31;3;0;18.67;76;1.02819;1015.969
46;18;33;5;0;19.33;79;0.89408;1015.292
45;24;31;9;0;21.28;68;0.53645;1012.245
45;27;31;13;1;21;77;0.67056;1007.335
45;14;37;3;0;20;77;0.67056;1007.843
41;12;23;2;0;17.5;92;1.38582;1011.06
43;14;28;1;0;19.94;87;1.56464;1011.568
51;17;30;3;0;20.56;85;0.89408;1011.06
54;13;23;8;0;19.78;90;0.35763;1009.028
43;18;37;4;0;23.28;72;0.53645;1010.721
51;19;31;4;1;21.94;79;1.02819;1015.969
43;8;26;6;0;18.28;92;0.53645;1020.879
30;15;26;5;0;22.39;88;0.44704;1015.8
49;15;27;1;0;19.5;84;1.1623;1014.615
44;14;34;4;1;19.94;78;0.62586;1018.678
44;14;33;6;0;20.28;89;0.89408;1015.969
46;21;44;12;1;23.06;80;0.49174;1012.753
58;24;38;10;0;23.61;81;0.58115;1010.213
61;24;39;7;0;24.94;78;0.53645;1011.06
62;30;38;11;0;24.61;81;0.49174;1014.276
66;17;27;2;0;22.5;88;0.93878;1015.631
54;15;28;0;0;21.5;77;2.2352;1014.107
44;13;26;1;0;19.22;74;1.25171;1014.107
37;14;30;1;1;20.56;69;1.29642;1014.954
34;12;26;1;0;19.44;73;1.51994;1018.001
35;19;29;4;1;18.83;74;0.62586;1018.847
51;19;35;3;0;19.5;73;0.84938;1016.308
51;18;27;6;0;18.44;84;0.71526;1015.969
47;16;35;6;1;20.94;80;0.93878;1014.446
44;31;30;12;1;21.11;83;0.35763;1012.075
69;32;43;10;1;22.56;79;0.44704;1010.044
69;22;43;8;1;22.67;75;0.44704;1009.536
53;28;35;4;1;21.44;67;1.38582;1007.504
50;40;34;2;0;19.56;59;1.83286;1005.981
52;23;37;4;0;20.94;63;0.89408;1003.78
48;10;32;1;0;19.39;73;1.20701;1004.965
32;10;29;1;0;17.44;78;2.32461;1006.15
30;9;23;3;0;16.06;85;1.1623;1011.06
28;12;33;10;0;16.28;77;0.44704;1013.938
36;11;32;8;0;16.78;80;0.84938;1011.229
31;11;28;5;0;16.72;82;1.20701;1005.642
30;12;36;2;0;19.22;79;1.38582;1004.288
35;13;29;4;0;19.33;82;0.58115;1009.028
44;15;31;7;0;19.22;77;0.71526;1015.461
46;21;33;9;1;18.61;77;0.53645;1015.631
43;10;31;3;0;16.72;84;1.43053;1015.631
37;11;31;3;0;19.33;77;1.29642;1019.525
37;27;43;9;0;21.33;67;0.31293;1018.847
52;20;38;4;0;20.5;66;1.56464;1015.292
48;13;31;3;0;19;71;1.69875;1011.568
39;18;38;7;0;20.33;76;0.53645;1006.15
44;12;27;3;0;15.94;80;2.14579;1003.78
29;9;28;2;0;15.56;82;2.77165;1004.626
32;7;22;2;0;15.5;89;1.83286;1007.166
28;11;27;5;0;15.78;83;0.84938;1013.091
36;9;29;3;0;16;78;1.1623;1017.493
31;14;30;7;0;14.94;78;0.44704;1019.694
38;11;29;4;0;15.83;78;1.74346;1022.064
22;7;30;4;0;14.94;75;1.47523;1025.281
24;20;29;5;0;14;79;1.74346;1013.43
37;7;18;3;0;14.44;89;0.71526;1004.457
25;11;17;10;0;13.89;93;0.13411;1010.213
39;18;26;6;0;15.28;88;0.26822;1013.091
57;12;28;3;0;15.06;94;0.75997;1012.414
42;12;20;8;0;15.89;96;1.0729;1013.261
45;13;27;4;0;15.78;91;2.2352;1014.784
48;10;26;1;0;15.28;83;1.25171;1019.355
33;9;27;2;0;14.89;75;1.65405;1022.403
29;14;27;2;0;14.5;84;2.14579;1017.324
46;11;27;10;0;11.78;82;0.13411;1020.879
36;9;28;7;0;10.72;78;0.53645;1026.127
30;20;31;10;1;13.83;71;0.17882;1025.958
42;29;38;13;1;15.44;67;0.08941;1024.096
55;33;47;14;0;17.5;69;0.67056;1021.048
66;47;47;19;1;18.39;69;0.17882;1016.139
82;47;47;19;0;20.33;67;0.17882;1013.43
75;31;36;8;0;19.83;85;0.53645;1013.43
77;16;26;2;0;17.94;89;1.1623;1013.091
55;11;28;3;0;16;87;1.38582;1014.954
36;10;27;5;0;15.89;88;0.58115;1018.17
35;16;25;9;0;15.78;87;0.58115;1016.139
49;21;18;6;0;15.89;94;0.31293;1011.398
65;18;18;9;0;15.22;95;0.22352;1009.367
53;9;23;3;0;11.56;89;1.43053;1013.43
32;11;25;3;0;11.28;79;1.02819;1017.154
32;15;25;3;1;10.56;81;1.29642;1020.033
41;11;28;3;1;10.06;81;0.75997;1022.911
38;15;23;5;1;10.11;87;0.53645;1021.556
45;19;36;6;0;12.67;92;2.36931;1006.658
57;11;31;2;0;12.89;83;3.93395;1001.41
32;10;27;0;0;15.56;85;3.03987;1011.06
36;13;25;6;1;12.89;90;0.44704;1019.863
43;13;18;8;1;12.33;86;0.49174;1022.064
38;17;17;6;1;12.11;83;0.35763;1022.911
46;22;26;4;1;11.89;78;0.75997;1021.895
56;27;23;8;1;12;82;0.67056;1022.572
59;19;27;9;1;10.72;77;0.40234;1024.096
45;24;15;5;1;9.61;92;0.44704;1018.34
76;25;34;3;1;14.11;80;0.75997;1013.768
69;33;22;13;1;14.28;87;0.22352;1016.308
74;25;27;7;1;15.06;85;0.58115;1014.615
61;27;22;9;1;14;85;0.49174;1016.816
68;28;12;9;1;12.11;91;0.13411;1027.82
73;35;21;14;1;8.39;80;0.08941;1034.592
72;32;25;15;2;6.78;80;0.08941;1036.455
71;31;34;11;1;6.56;81;0.08941;1030.36
84;32;16;10;2;7.56;83;0.89408;1018.847
72;7;16;6;1;7.17;90;1.51994;1010.382
25;8;16;4;1;6.17;89;0.89408;1015.292
28;16;16;11;2;7.44;93;0.98349;1015.292
50;11;16;4;1;10.5;92;2.1905;1008.012
37;8;16;1;1;8.61;86;1.92227;1013.938
28;7;16;1;1;8.89;86;2.01168;1016.139
28;10;21;9;1;7.89;84;0.49174;1020.71
31;19;19;10;2;9.39;90;0.40234;1018.17
60;16;27;4;1;14.72;85;2.54813;1004.118
53;10;30;3;0;13.22;81;3.12928;989.559
27;4;31;1;1;6.22;89;3.57632;998.701
15;6;24;1;1;5.67;88;1.92227;1014.784
24;19;24;9;1;5;87;0.31293;1027.99
56;22;20;8;1;5.83;84;0.58115;1022.233
66;23;17;8;2;7.94;90;1.20701;1016.985
69;16;21;5;0;10.56;94;2.01168;1017.832
55;20;21;10;0;12.22;88;1.34112;1020.033
60;42;24;10;1;9.5;80;0.35763;1016.985
92;35;27;9;2;8.83;77;0.31293;1011.906
88;29;24;5;1;10.78;78;0.58115;1010.044
76;28;26;5;2;10.06;79;0.40234;1005.303
81;31;14;11;1;6.44;93;0.17882;1001.579
89;19;19;7;0;7.17;94;0.80467;1004.457
62;20;12;8;0;7.17;95;0.84938;1001.748
64;5;22;5;0;7.22;95;1.69875;1004.965
21;5;25;1;0;8.78;92;2.68224;1016.139
23;8;24;1;0;7.67;91;2.05638;1007.843
33;7;21;6;0;5.44;93;0.93878;1015.123
27;12;14;10;0;4.44;89;0.40234;1027.482
43;28;11;9;1;6.28;89;0.89408;1025.112
77;15;17;3;0;8.06;94;1.56464;1020.54
57;18;22;10;0;7.56;89;1.0729;1020.033
52;27;9;7;0;5.44;96;0.22352;1018.34
84;24;17;5;1;6.33;90;1.02819;1025.789
78;22;17;8;1;4.94;90;0.26822;1031.884
67;27;8;7;0;4.33;95;0.13411;1025.789
83;23;11;8;0;4.72;95;0.62586;1017.154
73;5;26;5;0;6.72;95;2.36931;1012.753
22;4;29;1;0;11;92;5.67741;1008.859
17;7;26;1;0;9.33;89;3.48691;1009.536
29;6;26;2;0;6.94;93;1.87757;1006.658
24;7;20;8;0;1.56;94;0.40234;1016.985
31;11;20;6;0;3.72;93;1.60934;1018.678
38;7;26;4;0;6.33;95;1.29642;1017.154
27;7;26;4;0;4.22;88;0.89408;1006.658
27;7;26;4;0;2.94;88;1.0729;997.008
27;29;14;9;1;1.39;95;0.22352;995.145
88;24;13;6;1;1.56;95;0.17882;996.838
80;13;18;5;0;1.5;96;1.0729;997.177
49;10;22;9;0;-0.17;95;0.67056;992.267
41;13;20;11;1;-0.44;95;0.31293;989.897
49;5;26;3;0;1.83;94;2.72694;987.358
22;8;23;5;0;0;95;1.56464;1000.394
33;14;18;4;1;-0.17;94;0.49174;1001.071
56;19;15;7;1;0.83;95;0.89408;1009.536
67;6;25;5;1;-0.83;84;1.20701;1014.615
24;15;17;11;1;-3.28;86;0.31293;1015.631
51;24;13;7;1;-7.28;91;0.44704;1013.43
78;20;10;9;2;-4.44;89;0.35763;1010.382
69;23;4;8;1;-1;95;0.31293;1004.288
78;32;9;11;2;-1.83;96;0.17882;1012.583
96;31;7;9;1;-1.67;96;0.49174;1021.218
98;30;5;12;1;0.61;96;0.08941;1024.265
94;20;23;10;1;3.44;97;1.0729;1022.911
68;11;23;5;1;5.56;96;2.36931;1023.419
46;8;23;2;0;5.56;96;2.36931;1023.419
33;7;23;3;0;2.72;91;1.47523;1031.037
30;7;22;2;0;3.83;96;3.88925;1024.096
31;5;28;1;0;4.39;85;3.3081;1012.583
22;4;27;2;0;0.22;89;2.63754;1016.816
18;8;25;6;0;-2.56;92;0.89408;1023.588
35;14;23;9;0;-2.72;91;0.62586;1023.926
51;27;14;9;1;-2;89;1.02819;1009.875
85;20;29;5;0;-1.94;94;1.92227;995.992
66;6;28;1;0;-4.72;91;2.10109;1005.811
27;11;25;2;0;-3.5;94;2.05638;1013.091
44;22;21;10;2;-6.39;90;0.35763;1015.461
73;29;20;7;1;-6.39;90;1.38582;1008.859
92;35;15;9;2;-2.06;93;0.53645;1005.981
104;29;14;10;1;2.11;96;0.75997;1008.689
91;4;17;3;0;8.56;98;2.68224;1006.489
19;5;25;2;0;5.22;95;1.69875;1016.139
23;9;27;2;0;7.5;96;1.56464;1009.705
39;5;27;2;0;6.72;95;2.86106;999.039
22;13;24;6;0;5.5;93;0.93878;993.452
51;7;26;2;0;2.17;91;1.74346;992.606
31;7;23;1;0;-1.17;92;1.92227;1004.796
29;16;21;6;0;-1.22;90;0.93878;1012.583
55;16;26;4;0;0.5;94;0.71526;1007.166
62;30;21;9;1;-1.44;91;0.31293;1006.996
94;46;2;17;1;-4.17;92;0.26822;1022.741
